product_name,price,currency,availability
"Amtec AM-731 3.1CH Sub Woofer Bluetooth System-FM,USB,SD-20000W - Black (1YR WRTY)",6200.0,KES,
"Vitron HTC3288QS, 32 inch QLED Smart Android TV, QLED Smart TV, Android TV, Q LED - Black (1YR WRTY)",11320.0,KES,
"Itel TV 32 inches QLED Smart TV, Frameless, Bluetooth, Android14, Wifi, Digital, Netflix, YouTube, Prime, 32"" television (1 year warranty, New Launch price,wall mount free gift)",10798.0,KES,
"Amtec 32R1S, 32"" Inch Frameless Android LED Smart TV with Bluetooth (1YR WRTY)",10880.0,KES,
Cube CBT32S 32 Inch Smart TV - Black (2YRs WRTY),10110.0,KES,
"Gld 24"" Full HD Digital Frameless LED Television - Black",7995.0,KES,
"Vision Plus VP8832SW 32"" Frameless HD Smart TV – Netflix/YouTube/500+ Apps, Inbuilt Decoder DVB-T2/S2, Bluetooth, Dolby Audio + Free Wall Mount (2YRS WRTY)",13599.0,KES,
"Globalstar GLOBALSTAR 32UK64 , 32INCH Smart Android TV, Netflix, Youtube - Black",11112.0,KES,
"Vitron HTC3288QS,32""Inch QLED TV Bluetooth Enabled Frameless Smart Android TV & Digital TV,ICAST SCREEN Netflix YouTube , Wi-Fi connectivity, Inbuilt Decoder for local channels, App Store (1 YEAR WARRANTY)",11495.0,KES,
"Euroken HS-22LS19T2 19"" Inch Digital LED TV - HD Clear Color, Inbuilt Decoder, HDMI & USB",3999.0,KES,
"Gld 32"" Smart Frameless HD LED Television - Black",13795.0,KES,
"Gld 32"" Digital Frameless HD LED Television - Black",9999.0,KES,
"Vitron HTC3288QS,32"" Inch QLED TV Smart Android(14.0) & DIGITAL TV, Bluetooth Connectivity, Wi-Fi connectivity Netflix ,YouTube Television, App store, Inbuilt Decoder for Local Channels, I cast Screen (1YR WARRANTY)+ FREE Extension Cable + Wall Mounting BRACKET",11985.0,KES,
"Vitron HTC3288QS 32"" Inch Smart Android QLED TV Bluetooth Enabled Inbuilt Wi-Fi Enabled, inbuilt Decoder for Local Channels, Netflix ,YouTube, App Store, ICAST/MIRRORING SCREEN+ Free TV Guard +Wall Bracket - Black (1 YR WRTY)",11995.0,KES,
"Vitron HTC3288QS 32"" Inch Smart Android 14.0 QLED TV Digital TV Bluetooth Enabled Inbuilt Wi-Fi Enabled inbuilt Decoder for Local Channels, Netflix ,YouTube, App Store, ICAST/MIRRORING SCREEN+ Free Wall Mounting Bracket - Black (1 YR WRTY)",11698.0,KES,
"Euroken HS-22LN19T2 19"" Inch Digital LED TV - HD Clear Color, Inbuilt Decoder, HDMI & USB",3999.0,KES,
"Vitron HTC4300QFS 43 Smart Android TV, 43 inch QLED TV, Full HD Frameless Smart TV, Bluetooth Q LED FHD TV - Black (1YR WRTY)",18470.0,KES,
"Itel TV 50 inches QLED Smart TV, FHD, Frameless, Bluetooth, Android14, Wifi, Digital, Netflix, YouTube, Prime, 50"" television (1 year warranty, New Launch price, wall mount free gift,TV Guard free gift)",29887.0,KES,
"Amtec 43L12, 43"" FHD Smart Android Frameless TV, Netfix, Youtube, Bluetooth - Black (1YR WRTY)",16743.0,KES,
"Amtec 50"" Full HD Vidaa OS Smart TV - Black (1YR WRTY)",26930.0,KES,
"Vision Plus VP8843SW 43"" Frameless FHD Smart TV – Netflix/YouTube/500+ Apps, Inbuilt Decoder DVB-T2/S2, Bluetooth, Dolby Audio + Free Wall Mount (2YRS WRTY)",21650.0,KES,
"XIAOMI 43"" Full HD Frameless A Series 2025 Google Dolby Audio TV (1YR WRTY)",25995.0,KES,
"Skyworth 65Q6500H, 65"" 4K QLED Smart Google TV, Black (1YR WRTY)",74999.0,KES,
"Vision Plus VP8850QV 50"" QLED 4K Smart TV – Netflix/YouTube/Prime Video, Inbuilt Decoder, Dolby Audio, Quantum Dot Display + Free Wall Mount (2YRS WRTY)",34070.0,KES,
"Skyworth 50Q6000H, 50"" 2K QLED Google TV, Black (1YR WRTY)",35999.0,KES,
"K-Elec 75"" Inch 4K QLED Smart Google LED TV | Frameless | Dolby Vision & Atmos | Inbuilt Decoder | Netflix YouTube | HDR | WiFi Bluetooth | 3-Year Warranty + FREE TV GUARD + FREE WALL MOUNT",99999.0,KES,
"Vitron 43"" Inch TV QLED TV Full HD TV Frameless Television Digital Smart Android TV, Bluetooth Enabled, Wifi Enabled,INBUILT DECODER, ICAST SCREEN MIRRORING, Netflix, YouTube,Appstore,HTC4300QFS(1 YEAR WARRANTY)+FREE WALL MOUNTING BRACKET+EXTENSION CABLE",18794.0,KES,
"Skyworth 43Q5600H , 43"" 2K QLED Google TV - Black (1YR WRTY)",27999.0,KES,
"Skyworth 43E3500G, 43"" FHD Smart Google TV, Black (1YR WRTY)",26499.0,KES,
"Vitron FHD QLED 43""inch Bluetooth enabled Frameless Smart/Android TV WITH InbuiltDecoder/WIFI/Youtube/+TV Guard+Extension+Bracket.",19799.0,KES,
"K-Elec 55"" 4K Google Smart LED TV | Dolby Atmos Soundbar | Netflix & YouTube | 36-Month Warranty | FREE TV Guard + FREE Wall Mount",41999.0,KES,
"Lyons LST5504W 55 inch Dolby Vision 4K Frameless Android 14 Smart TV - WiFi, Netflix, YouTube, Miracast, HDMI, Bluetooth - Black",33579.0,KES,
Lenovo Thinkplus K30 Portable Bluetooth Wireless Speaker Waterproof USB Outdoor Loudspeaker Music Surround Bass Box Speakers,797.0,KES,
"Bluetooth Speaker 4D Subwoofer Wired Speaker For Laptop,TV",1059.0,KES,
"Globalstar GLOBALSTAR 32UK64 , 32INCH Smart Android TV, Netflix, Youtube - Black",11112.0,KES,
GUIXIA XG88Pro Smart Bluetooth 5.3 Sunglasses Earphones,900.0,KES,
"Indoor Amplified HD Digital TV Antenna, VHF Or UHF Amplifier",896.0,KES,
"LASA LASA 3.5mm Microphone for Smartphones, PC, DSLR Cameras & Camcorders – Plug & Play, Clear Audio, Universal Compatibility",1219.0,KES,
"addigoes Extension Socket With USB, Power Extension Box with Surge Protection, 4 AC Sockets & 4 USB Ports (3 USB + 1 Type-C), USB Extension Socket with Overload Protection, LED Indicator, 2M Extension Cord for Home Office",799.0,KES,
Women Watch Men Smart Watches Sports Fintess Watches,1190.0,KES,
Mini Karaoke Machine With Wireless Microphones,3200.0,KES,
Rashnik TV Wall Mount TV Stand For 14” - 42” - Black,161.0,KES,
LUMINOUS ISTANBUL 2 TV CONSOLE 4FT WITH CABINET,4539.0,KES,
"Skilltech 15"" To 43"" inches Tilting Wall Mount Bracket",445.0,KES,
MK Tv GUARD And 4 Way Extension Cable,850.0,KES,
Dstv Full kit (1YR WRTY),2250.0,KES,
Rashnik TV Wall Mount TV Stand For 26” - 63” - Black,300.0,KES,
"Mexico Modern Wooden TV Stand For Up To 55"" TV",3490.0,KES,
Power King Best 4 Way Power Extension With Long Cable - White,299.0,KES,
"ROTATING 14""-55"" TILT ROTATING WALL MOUNT BRACKET",660.0,KES,
Extension Cables 6 Way With 3 USB Ports Multiplug Power Extension Socket Power Cables.,649.0,KES,
"Home Design ROTATING 14""-55"" TILT ROTATING WALL MOUNT BRACKET",665.0,KES,
"14-43 inches, 17'', 19'', 24'', 32'', 43'' Fixed TV Wall Mount Bracket",249.0,KES,
"Mexico Modern Wooden TV Stand For Up To 55"" TV",3390.0,KES,
Power King Top Quality 3M 4 Way Power Extension Cable,350.0,KES,
Power King Best 4 Way Power Extension With Long Cable // Power extenson - White,340.0,KES,
Vitron HTC3200S 32-Inch QLED Bluetooth Frameless Smart Android TV Inbuilt Decoder +FREE GIFTS,12690.0,KES,
"TCL 55"" Inch,FRAMELESS,BLUETOOTH,Smart UHD 4K With HDR Google TV+360 BRACKET+TV GUARD",43999.0,KES,
"Hisense 32"" Inch Frameless FHD SMART TV,Netflix,WIFI,INBUILT DECODER+TV GUARD+BRACKET",14299.0,KES,
"Hisense 55"" Inch 4K UHD SMART BLUETOOTH TV-2024 MODEL+FREE 360 WALL BRACKET",43999.0,KES,
"TCL 43S5K 43 Inch QLED Google Television ,2025 Smart Model, Full HD, Android TV OS, WiFi, Bluetooth, HDMI, USB+FREE BRACKET+TV GUARD+EXTENSION",26999.0,KES,
Nobel 5.1 CH Top Bass-Home Theatre System/USB/Radio -22000W,12790.0,KES,
"TCL 43V6B -43"" inch HDR 4K UHD Google TV,Frameless/Bluetooth,Netflix&Youtube+TILT BRACKET+GUARD",30999.0,KES,
Istanbul 2 Modern TV Stand With LED Light - White & Black,4539.0,KES,
"Vitron 32"" Inches Android &Smart TV,BLUETOOTH,Netflix,HDMI,Decoder+TV-Guard+Wall Mount",12490.0,KES,
"Vitron 43""inch -/BLUETOOTH TV/FHD Frameless Smart& Digital Android TV InbuiltDecoder/+14MONTHS WARRANTY",19599.0,KES,
Amtec WIRELESS BT REAL SOUND SYSTEM 20000W PMPO,5889.0,KES,
"Vitron HTC4088QFS,40""Inches QLED TV Frameless Television Smart Android & DIGITAL TV,BLUETOOTH ENABLED, WIFI CONNECTIVITY, ICAST SCREEN, Inbuilt Decoder Netflix, Youtube Appstore+Free Extension+ Wall Bracket",17495.0,KES,
Nobel 5.1CH Home Theatre Speaker System 80W R.M.S Sub Woofer P.M.P.O 22000W Bluetooth Radio F.M/Aux Ready Super Bass Surround Sound Remote Control & LED Light,13290.0,KES,
"Vitron HTC3288QS,32"" Inch QLED TV Frameless Smart Android & Digital TV, Inbuilt Wi-Fi connectivity, Inbuilt Decoder for local channels ,Bluetooth Enabled (1 Year Warranty)+FREE TV Guard + Extension Cable",12795.0,KES,
Amtec AM-02 hometheatre 2000W MULTIMEDIA SPEAKER SYSTEM FM/BT/USB,6559.0,KES,
"Official Store
Vitron HTC4300QFS 43 Smart Android TV, 43 inch QLED TV, Full HD Frameless Smart TV, Bluetooth Q LED FHD TV - Black (1YR WRTY)",18470.0,KES,
"Official Store
Itel TV 32 inches QLED Smart TV, Frameless, Bluetooth, Android14, Wifi, Digital, Netflix, YouTube, Prime, 32"" television (1 year warranty, New Launch price,wall mount free gift)",10798.0,KES,
"Official Store
Vitron HTC3288QS, 32 inch QLED Smart Android TV, QLED Smart TV, Android TV, Q LED - Black (1YR WRTY)",11320.0,KES,
"Official Store
Amtec AM-02 2.1CH Multimedia Speaker BT/USB/SD/FM - Black (1YR WRTY)",5100.0,KES,
"Official Store
Amtec 43L12, 43"" FHD Smart Android Frameless TV, Netfix, Youtube, Bluetooth - Black (1YR WRTY)",16743.0,KES,
"Official Store
Rashnik TV Wall Mount TV Stand For 14” - 42” - Black",161.0,KES,
"Official Store
Amaze Fridge/Freezer Guard/13A - UnderVoltage & Surge Protection",485.0,KES,
"Official Store
Vitron V51SB- 2.1ch Soundbar System with Bluetooth, Black (1YR WRTY)",4840.0,KES,
"Vitron HTC3288QS, 32"" inch QLED TV Smart Android 14.0  & Digital TV, Frameless ,(1 Year Warranty)+ 6 FREE ACCESSORIES",12595.0,KES,
"Official Store
Amtec 32R1S, 32"" Inch Frameless Android LED Smart TV with Bluetooth (1YR WRTY)",10880.0,KES,
"Official Store
AILYONS ELP2406K 2.1CH Subwoofer Home Theatre Multi Media Speaker System - Black (1YR WRTY)",2399.0,KES,
"Official Store
Vitron V527 - 2.1 CH Multimedia Speaker, BT/USB/SD/FM - 9000W (1YR WRTY)",5299.0,KES,
Power King Best 4 Way Power Extension With Long Cable // Power extenson - White,340.0,KES,
"Official Store
Hisense 32 inch A4 Smart TV HD New Model - Black (2YRs WRTY)",12999.0,KES,
"Home Design Rotating 14"" - 55"" Full Motion Swivel TV Bracket",649.0,KES,
"Vitron HTC4300QFS 43"" INCH TV QLED TV, Bluetooth TV, ICAST,FHD Smart Android & DIGITAL TV, Inbuilt Decoder, Wi-Fi, Netflix YouTube App Store (1 YR WRTT) +FREE TV GUARD+ WALL BRACKET + EXTENSION CABLE",19495.0,KES,
"14""-42"", 24'', 32 inches TV Flat Panel Wall Bracket Holder Black",245.0,KES,
"Official Store
Amtec AM-731 3.1CH Sub Woofer Bluetooth System-FM,USB,SD-20000W - Black (1YR WRTY)",6200.0,KES,
"Official Store
Cube CBT32S 32 Inch Smart TV - Black (2YRs WRTY)",10110.0,KES,
"Official Store
Lyons LYS3603 3.1CH Multimedia Speaker System Home Theatrer SubWoofer with BT(1YR WRTY)",3328.0,KES,
"Skilltech 15"" To 43"" inches Tilting Wall Mount Bracket",445.0,KES,
Power King Iron Box And Electric Kettle Support 5 Way Power Extension-White// Blue,540.0,KES,
"Official Store
Amaze TV Guard Voltage Power Protector 13A - Surge Protector",499.0,KES,
"Official Store
Vision Plus VP2111SB Immersive Sound 2.1 CH Sound Bar 240W - Black (2 YRs WRTY)",8499.0,KES,
"Official Store
Hisense 43A4KKEN 43"" FHD Vidaa OS Smart TV, Black (2YRS WRTY)",21321.0,KES,
"Official Store
Lyons LYS2401 2.1CH Multimedia Speaker System Home Theatrer SubWoofer with BT (1YR WRTY)",2076.0,KES,
"Official Store
Cube CBT43S 43 Inch Smart TV - Black (2YRs WRTY)",17810.0,KES,
"Home Design ROTATING 14""-55"" TILT MOVING WALL MOUNT BRACKET",650.0,KES,
"Official Store
Vision Plus VP8832SW 32"" Frameless HD Smart TV – Netflix/YouTube/500+ Apps, Inbuilt Decoder DVB-T2/S2, Bluetooth, Dolby Audio + Free Wall Mount (2YRS WRTY)",13599.0,KES,
"Vitron FHD QLED 43""inch Bluetooth enabled Frameless Smart/Android TV WITH InbuiltDecoder/WIFI/Youtube/+TV Guard+Extension+Bracket.",19799.0,KES,
"Bluetooth Speaker 4D Subwoofer Wired Speaker For Laptop,TV",1059.0,KES,
"Official Store
Vision Plus VP8843SW 43"" Frameless FHD Smart TV – Netflix/YouTube/500+ Apps, Inbuilt Decoder DVB-T2/S2, Bluetooth, Dolby Audio + Free Wall Mount (2YRS WRTY)",21650.0,KES,
"Official Store
Power King Best 4 Way Power Extension With Long Cable - White",299.0,KES,
MK tv guard power protector,585.0,KES,
"Official Store
Power King Extension Cable With 6 AC Power Outlets, 13A, And 2 M Long Cable",399.0,KES,
"Vitron HTC4300QFS 43"" QLED TV Bluetooth Enabled Full HD Frameless Smart Android TT, Wi-Fi Connectivity, Inbuilt Decoder, Netflix, Youtube, App Store + 6 Free Accessories (1YR WRTY)",19795.0,KES,
Digital LCD hair clipper - Long battery life-gold,3700.0,KES,
"Hisense 32"" Inch Frameless FHD SMART TV,Netflix,WIFI,INBUILT DECODER+TV GUARD+BRACKET",14299.0,KES,
"14-43 inches, 17'', 19'', 24'', 32'', 43'' Fixed TV Wall Mount Bracket",249.0,KES,
"Home Design ROTATING 14"" - 32'' - 43'' - 55'' inches, 60"" TILT ROTATING WALL MOUNT BRACKET",660.0,KES,
2 Pin Power Cable,500.0,KES,
"Portable Bluetooth AM/FM Radio with MP3 Playback & Solar Panel,Outdoor Portable Design",2699.0,KES,
Ultrapods Max Wireless Bluetooth 5.3 In Ear Transparent Earphones Wireless Headphone Affordable Bluetooth EàrBuds Headset Aírpods,405.0,KES,
"Home Portable FM/AM 8-Band Radio, Bluetooth/USB/TF Music Player, Flashlight (Silver)",2552.0,KES,
Portable Bluetooth AM/FM Radio with MP3 Playback & Solar Panel,2159.0,KES,
MXQ Pro Android 12 TV Box 4GB RAM 32GB ROM 4K Ultra HD 2.4G/5G Dual WiFi Smart Media Player Set Top Box,2217.0,KES,
"JERTECH Bluetooth Speaker for Computer Desktop Subwoofer, Audio Combo Set",3136.0,KES,
"HD Night Vision Driving Glasses with Polarized Lenses, Anti-Glare Wrap-Around Fit Over Prescription Eyewear for Men and Women, Yellow Tint",1173.0,KES,
"Wired in-ear headphones with high-quality microphone, 9D sound effects, 1.5-meter cable, 3.5mm plug, black",1620.0,KES,
"Apple Original iPhone Wired Earphones with Lightning Connector, Built-in Mic & Volume Control – Compatible with iPhone 14/13/12/11 Pro Max, XS, XR, 8/7 Plus & All iOS Devices – Premium Sound & Durability (White)",1799.0,KES,
"4K DisplayPort To HDMI 4K@60Hz, 2K@165Hz For Computer Laptop",804.0,KES,
Hidden Spy Camera 1080P HD WiFi Clock Cameras Wireless Home Security Nanny Cam,9999.0,KES,
